Sales region code;Sales district code;Relation number;Name;Full name;Address 1;Address 2;Zipcode;City;Country code;Country;State code;State description;Telephone;Mobile;Fax;Email;Internet address;Debtor salesman abbreviated;Customer category code;Customer category description;Customer group code;Bio customer;Zone code;Zone description;Company type code;Company type description;Customer type code;Exception VAT indicator;VAT extra;Agora Customer Id
670;BR;3800552;CASA D HORTA;CASA DA HORTA LTDA;AVENIDA  VERA CRUZ, 2103;;74675-830;GOIANIA;BR;Brazil;GO;GO;62 33210022;;;casadahorta@bol.com.br; ;TIAGO;26;Distributor (standard);020;;;;;;V7R;0;0;58399
670;BR;3800323;CASA LAVOURA;IVO RIBEIRO DA SILVA;AVENIDA CARAIBAS, 826;;44900-000;IRECE;BR;Brazil;BA;BA;74 36413607;;;ivocasadalavoura@hotmail.com; ;BAHIA;26;Distributor (standard);020;;;;;;V7R;0;0;53798
670;BR;3800563;CASA PRODTOR;Comercio de Defensivos e Produtos Agricolas A A Ltda;Av. da Maconaria, 212;Salao;48603-241;PAULO AFONSO;BR;Brazil;BA;BA;75 32820933;75 991472364;;tiago.c.alves@hotmail.com; ;ELAINE;27;Distributor (small);020;;;;;;V7R;0;0;58727
670;BR;3800908;CASA SEM C G;CASA DA SEMENTE COM E SERV LTDA - EPP;R ANTONIO RAHE;ADMINISTRACAO;79023-815;CAMPO GRANDE;BR;Brazil;MS;MS;67 33510590;;;ralfmudas@gmail.com; ;TIAGO;27;Distributor (small);020;;;;;;V7R;0;0;79004
670;BR;3800663;CASA VERDE;SERGIO MARTINS DA SILVA;BR 050 KM 37 MARGEM ESQUERDA, SN;;38449-999;ARAGUARI;BR;Brazil;MG;MG;34 32466676;34 99881037;;casaverdemudas@ig.com.br; ;TIAGO;11;Plantraiser (small);020;;;;;;V2R;0;0;64863
670;BR;3801153;CASAL;CASAL COMERCIO E SERVICOS LTDA;Avenida Fernando Correa da Costa, 7422;;78080-535;CUIABA;BR;Brazil;MT;MT;65 33464624;;;varejo03@casadoadubo.com.br; ;TIAGO;26;Distributor (standard);020;;;;;;V7R;0;0;85114
670;BR;3800973;CAVALCANTI;ANA CARLA CAVALCANTI DA SILVA;SITIO SANTA TEREZA;;55350-000;SALOA;BR;Brazil;PE;PE;;82 98201 2145;;myrielneto@gmail.com; ;ELAINE;16;Grower (small);020;;;;;;V7R;0;0;81447
670;BR;3800972;CAVALLI;HELIO CAVALLI;FARAO CAVALLI, 280;;83415-030;COLOMBO;BR;Brazil;PR;PR;41 98076283;41 98076283;;helio.cavalli@gmail.com; ;RAFAELA;16;Grower (small);020;;;;;;V2R;0;0;81423
670;BR;3800726;CEDENIR;CEDENIR DALVA WALTHER FERREIRA;RODOVIA BR 020, KM 846;;47800-000;BARREIRAS;BR;Brazil;BA;BA;77 998266116;;;cedenir.ferreira@gmail.com; ;BAHIA;16;Grower (small);020;;;;;;V7R;0;0;72360
670;BR;3800016;CELEIRO VERD;ANTONIO LOURDES BORGES LEDO SOBRINHO;SITIO CANTINHO;;13846-146;MOGI GUACU;BR;Brazil;SP;SP;1997640594;1998261258;;mudasceleiroverde@terra.com.br;http://mudasceleiroverde.com.br/;RENATO;10;Plantraiser (standard);030;;;;;;VS;0;0;53524
670;BR;3800720;CENTR ADU BA;CENTRAL DE ADUBOS COMERCIO E REPRESENTACOES LTDA;RUA 1 S/N;Lot. São Jorge independência;48906-722;JUAZEIRO;BR;Brazil;BA;BA;74 36115287;74 988371140;;aurelio@centraldeadubos.com.br; ;ELAINE;28;Distributor (big);020;;;;;;V7R;0;0;72051
670;BR;3800745;CENTR ADU IR;CENTRAL DE ADUBOS COMERCIO E REPRESENTACOES LTDA;ROD BA 148 KM 04, SN;COMERCIO;44900-000;IRECE;BR;Brazil;BA;BA;74 36411731;74 999090616;;edmilson@centraldeadubos.com.br; ;BAHIA;27;Distributor (small);020;;;;;;V7R;0;0;73365
670;BR;3801268;CENTR HORTA;CENTRAL DA HORTA AGRICOLA LTDA;RUA JOSE RAFAEL FREITAS;GALPAO G-8;88113-865;SAO JOSE;BR;Brazil;SC;SC;48 32080398;48 98460000;;contato@centraldahorta.com.br; ;MARCELO;27;Distributor (small);020;;;;;;V2R;0;0;88309
670;BR;3800715;CENTRAL ADU;CENTRAL DE ADUBOS COMERCIO E REPRESENTACOES LTDA;AV CORONEL ANTONIO HONORATO VIANA, 255;;56308-000;PETROLINA;BR;Brazil;PE;PE;87 38675749;74 988339684;;aurelio@centraldeadubos.com.br; ;ELAINE;28;Distributor (big);020;;;;;;V7R;0;0;71907
670;BR;3801064;CENTRAL PETR;CENTRAL DE ADUBOS COMERCIO E REPRESENTACOES LTDA;AV DJALMA WANDERLEY, 1520;;56.460-000;PETROLANDIA;BR;Brazil;PE;PE;74 36115287;;;cezar.cavalcante@cda.agr.br; ;ELAINE;28;Distributor (big);020;;;;;;V7R;0;0;83723
670;BR;3800365;CERCHIARI;ELOI CERCHIARI;SIT SAO JUDAS TADEU, SN;;14300-000;BATATAIS;BR;Brazil;SP;SP;16 991908668;;;eduardocerchiari@gmail.com; ;RENATO;16;Grower (small);020;;;;;;VS;0;0;53838
670;BR;3800951;CH SAO JOSE;ANA MARIA DE ALBUQUERQUE DOMINGUES E OUTRO;CHACARA SAO JOS;;18200-999;ITAPETININGA;BR;Brazil;SP;SP;15 996386038;;;albuquerquewagner@hotmail.com; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;80984
670;BR;3800682;CHANG DANIEL;DANIEL CHANG e outro(s);AVENIDA SINESIO DO LAGO;SITIO CHANG;37714-660;POCOS DE CALDAS;BR;Brazil;MG;MG;35 991421780;35 991421780;;daniel-chang@uol.com.br; ;RENATO;16;Grower (small);020;;;;;;V2R;0;0;65932
670;BR;3801219;CHAVES JAQUE;JAQUELINE RODRIGUES CHAVES 03724126611;RUA DO PREDIO;;39625-000;ITAOBIM;BR;Brazil;MG;MG;33 999165111;33 999165111;;charlesmachado76@Outlook.com; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;86953
670;BR;3800886;CHEIRO VERDE;NAELIO ARAUJO DA SILVA - ME;R ANTONIO POMPIL, 562;;60832-650;FORTALEZA;BR;Brazil;CE;CE;85 34763139;85 984303139;;cheiro_verde@uol.com.br; ;RUY;16;Grower (small);020;;;;;;V7R;0;0;79081
670;BR;3801355;CHILANTI E;ELIO JERONIMO CHILANTI;LI CANDIDA;;95250-000;ANTONIO PRADO;BR;Brazil;RS;RS;54 999856448;54 999856448;; ;sitiopalmara@gmail.com;MARCELO;15;Grower (standard);020;;;;;;V2R;0;0;89656
670;BR;3800536;CIA DO CAMPO;FLAVIA MARTIN DE CARVALHO BOCALETTO;AV NOSSA SENHORA DAS GRACAS, SN;CXPST 18 -CHACARA ALVORADA;13250-970;ITATIBA;BR;Brazil;SP;SP;11 45945659;19 993098870;;ciadocampo@gmail.com; ;ANDRESSA;15;Grower (standard);670;;;;;;VS;0;0;57503
670;BR;3800538;CIA HORTALIC;Luis Fabricio Tiene da Silva;Sitio Sao Luis da Tapera, sn;;13044-370;CAMPINAS;BR;Brazil;SP;SP;19 32767767;;;lftiene@gmail.com; ;ANDRESSA;16;Grower (small);020;;;;;;VS;0;0;57504
670;BR;3800757;CIA PROD PAT;U S FERNANDES & CIA LTDA;PC PREF CORNELIO NETTO, SN;LOJA 02, 03, 04 E 15;26950-000;PATY DO ALFERES;BR;Brazil;RJ;RJ;24 24851079;;;edmara@ciadoprodutor.com.br; ;VINICIUS T;27;Distributor (small);020;;;;;;V2R;0;0;74923
670;BR;3800241;CIA PRODUTOR;U S FERNANDES & CIA LTDA;EST TERESOPOLIS FRIBURGO, RJ 130;KM 28 GALPAO E SOBRADO ZONA RURAL;25995-290;TERESOPOLIS;BR;Brazil;RJ;RJ;21 26411081;;;patricia@ciadoprodutor.com.br; ;VINICIUS T;26;Distributor (standard);020;;;;;;V2R;0;0;53720
670;BR;3800420;CIMOAGRO;CIMOAGRO - COMÉRCIO E REPR. AGROPECUÁRIA LTDA,;AVENIDA PASCOAL SPALLUTO, 1000 A;;18290-000;BURI;BR;Brazil;SP;SP;15 35460912;;;financeiro.buri@cimoagro.com.br; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;53891
670;BR;3801143;CINACCHI;EZIQUIEL HENRIQUE CINACCHI;SITIO REI DAVI;;18250-000;GUAREI;BR;Brazil;SP;SP;14 99106-7701;14 99106-7701;;ehcinacchi@yahoo.com.br; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;84995
670;BR;3800340;CINAP;CINAP - CENTRAL DE INSUMOS E NEGOCIOS AGROPECUARIOS LTDA.;AV PROFESSOR CLOVIS SALGADO, 1188;;32900-000;IGARAPE;BR;Brazil;MG;MG;31 35341012;;;lojacinap@ig.com.br; ;RENAN;27;Distributor (small);020;;;;;;V2R;0;0;53815
670;BR;3800994;CLARINDA;CLARINDA ALVES PEREIRA CHACARA OLHO DAGUA;ROD BONITO ANASTACIO, KM 10;;79290-000;BONITO;BR;Brazil;MS;MS;67 99625 8841;67 99625 8841;;malhariadebonito@gmail.com; ;RAFAELA;16;Grower (small);670;;;;;;V7R;0;0;81806
670;BR;3800525;CLAUSE;HM.CLAUSE BRASIL COMERCIO DE SEMENTES LTDA;R GUAPURUVU, 117;TERREO;13098-322;CAMPINAS;BR;Brazil;SP;SP;19 37431224;;;teresa.martinez@hmclause.com; ;LIONEL;27;Distributor (small);020;;;;;;VS;0;0;57293
670;BR;3801039;CLEINER REN;CLEINER CARLOS RENESTO E OUTRO;EST VICI ITAPOLIS AO BAIRRO DO MONJOLINO;CHACARA SAO JOSE;14900-000;ITAPOLIS;BR;Brazil;SP;SP;16 997401157;16 997401157;;renestocleiner@gmail.com; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;83268
670;BR;3801362;CLEITON F;CLEITON FERREIRA DA SILVA;SITIO DIAS, S/N;P.A. LAGOINHA;19470-000;PRESIDENTE EPITACIO;BR;Brazil;SP;SP;18 998140571;18 998140571;;cleiton_fs86@hotmail.com; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;89804
670;BR;3801204;CLEITON SOUZ;CLEITON MIRANDA OLIVEIRA SOUZA;GLEBA SCATOLIN, SN;;78250-000;PONTES E LACERDA;BR;Brazil;MT;MT;65 999375035;65 999375035;;cleitonanacmo@gmail.com; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;86642
670;BR;3800968;CLEVER VASCO;CLEVER VASCONCELOS JUNIOR;RODOVIA GO 480, SN KM 8;;76320-000;SANTA ISABEL;BR;Brazil;GO;GO;62 999310014;62 999310014;;cvjgo@hotmail.com; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;81369
670;BR;3801010;CLIVATTI AND;ANDRE CLIVATTI DOS SANTOS;TV DOIS;;92990-000;ELDORADO DO SUL;BR;Brazil;RS;RS;51 993873262;51 993873262;;andre.clivatti.santos@gmail.com; ;MARCELO;16;Grower (small);020;;;;;;V2R;0;0;82206
670;BR;3800554;CLOROFILA;CLOROFILA CULTIVOS HIDROPONICOS EIRELI - ME;Rod. SP 141 Prefeito Benedito de Oliveira Vaz, sn;km 67,5;18260-000;PORANGABA;BR;Brazil;SP;SP;15 32576725;11 946020823;;faleconosco@hidroponiaclorofila.com.br; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;58442
670;BR;3800175;CMR;CMR BRASIL PROD. E COM. HORTOFRUTICOLA LTDA;FAZ TUBIBAL, SN;;59594-000;JANDAIRA;BR;Brazil;RN;RN;84 88184723;84 88184730;;fabiana.florencio@cmrbras.com;www.cmrgroup.es;WEBER;17;Grower (big);020;;;;;;V7R;0;0;53664
670;BR;3800619;CNN FAZ 2;CNN AGROPECUARIA EIRELI EPP;AVENIDA  VERA CRUZ, 1819;QD 111 LOTE 5;74675-830;GOIANIA;BR;Brazil;GO;GO;62 32071746;62 981721344;;cnnfilhos@gmail.com; ;TIAGO;26;Distributor (standard);020;;;;;;V7R;0;0;60853
670;BR;3800438;COCARI;COCARI - COOPERATIVA AGROPECUARIA E INDUSTRIAL;BR 272, SN;KM 333;86855-000;CRUZMALTINA;BR;Brazil;PR;PR;43 34541155;;;nfe-cruzmaltina@cocari.com.br; ;RAFAELA;27;Distributor (small);020;;;;;;V2R;0;0;53909
670;BR;3800510;COCARI FAXIN;COCARI- COOPERATIVA AGROPECUÁRIA E INDUSTRIAL;ROD BR 272, KM 320,5, SN;;86840-000;FAXINAL;BR;Brazil;PR;PR;43 34613516;;;faxinal@cocari.com.br; ;RAFAELA;27;Distributor (small);020;;;;;;V2R;0;0;56352
670;BR;3800503;COCARI RIO B;COCARI - COOPERATIVA AGROPECUARIA E INDUSTRIAL;EST RURAL RIO BRANCO A ROSARIO DO IVAI, SN;KM 01 LOTE 45A;86848-000;RIO BRANCO DO IVAI;BR;Brazil;PR;PR;43 34671310;43 99569509;;nfe-riobranco@cocari.com.br; ;RAFAELA;27;Distributor (small);020;;;;;;V2R;0;0;55946
670;BR;3800717;COELHO PRISC;PRISCILA SANTANA DOS SANTOS COELHO;CHACARA PLANALTO, SN;;18790-000;OLEO;BR;Brazil;SP;SP;11 996319798;11 996319798;;leandroboucher@gmail.com; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;72122
670;BR;3800747;COLINA BRANC;FAZENDA DE HORTICULTURA COLINA BRANCA EIRELI;SITIO CACIMBA NOVA, 1;;55630-000;POMBOS;BR;Brazil;PE;PE;81 35230730;81 991061733;;anatiala.verdao@hotmail.com; ;ELAINE;16;Grower (small);020;;;;;;V7R;0;0;73815
670;BR;3800033;COLOMBENSE;COMERCIAL COLOMBENSE DE ADUBOS E FERTILIZANTES LTDA;RUA ANTONIO PUPPI;;83414-200;COLOMBO;BR;Brazil;PR;PR;41 36563882;41 84702548;;luzmari@colombense.com.br; ;RAFAELA;27;Distributor (small);010;;;;;;V2R;0;0;53540
670;BR;3800674;CONFIANCA;CONFIANCA COMERCIO DE HORTIFRUTI LTDA - ME;AV DOUTOR GASTAO VIDIGAL, 1946;PAV APD BOX 176, 177 e 178;05316-900;SAO PAULO;BR;Brazil;SP;SP;11 36438838;;;taquai@uol.com.br; ;LAFAYETE;17;Grower (big);020;;;;;;VS;0;0;65629
670;BR;3800815;CONFIANCA MG;CONFIANCA AGRICOLA LTDA;R ALFREDO VIEIRA DE RESENDE, 185;;36345-000;LAGOA DOURADA;BR;Brazil;MG;MG;32 33632046;;;confiagro.lagoa@yahoo.com.br; ;RENAN;26;Distributor (standard);020;;;;;;V2R;0;0;77665
670;BR;3800850;CONQUISTA SE;CONQUISTA SERRANA AGRICOLA LTDA;ROD FRIBURGO TERESOPOLIS KM 26, SN;MERCADO PRODUTOR PREDIO ADMIN LJ 01;28630-000;NOVA FRIBURGO;BR;Brazil;RJ;RJ;28 35465193;22 992349106;;flavia@rezendeagricola.com.br; ;VINICIUS T;26;Distributor (standard);020;;;;;;V2R;0;0;78310
670;BR;3800838;COOP AGR SUL;COOP AGR SUL-BRASIL DE PILAR DO SUL;R DOM LUCIO A DE SOUZA, 290;;18185-000;PILAR DO SUL;BR;Brazil;SP;SP;15 997248131;;;cooppilardosul@hotmail.com; ;ANDRESSA;16;Grower (small);020;;;;;;V7R;0;0;78051
670;BR;3801122;COOP CAROA;Cooperat de Jovens Empreend Rurais Caroa Ltda;Este CE 085, Km 58, SN;;62.670-000;SAO GONCALO DO AMARANTE;BR;Brazil;CE;CE;85 94441226;;;cooperativacaroa@gmail.com; ;RUY;16;Grower (small);020;;;;;;V7R;0;0;84346
670;BR;3800769;COOP CASUL;COOPERATIVA AGROPECUARIA DE PARAPUA;RUA MARIA DO CARMO RAMOS, 339;;19500-000;MARTINOPOLIS;BR;Brazil;SP;SP;18 32754000;;;martinopolis@casul.com.br; ;RICARDO;27;Distributor (small);020;;;;;;VS;0;0;75873
670;BR;3801142;COOP GRANDE;COOPERATIVA AGRICOLA DE CAMPO GRANDE;Rua 14 de Julho, 310;;79002-335;CAMPO GRANDE;BR;Brazil;MS;MS;67 33242092;;;lojacoop@uol.com.br; ;TIAGO;27;Distributor (small);020;;;;;;V7R;0;0;84003
670;BR;3800945;COOP VINAGRE;COOP MISTA DOS AGRICULTORES DO VINAGRE;ST POVOADO VINAGRE, SN;;65485-000;ITAPECURU MIRIM;BR;Brazil;MA;MA;98 991626126;;;wendersonlicaazevedo@hotmail.com; ;RUY;16;Grower (small);020;;;;;;V7R;0;0;80820
670;BR;3801262;COOPEG;COOPEG COOP DE PROD. ECOLOGISTAS DE GARIBALDI LTDA;LINHA SAO LUIZ DE ARARIPE;;95720-000;GARIBALDI;BR;Brazil;RS;RS;54 34622614;54 999306226;;coopeg@coopeg.com.br; ;MARCELO;27;Distributor (small);020;;;;;;V2R;0;0;88213
670;BR;3800889;COOPRAV;Cooperativa Agrop COOPRAV;Rua Catarina Bianchetti, 302;Centro;36272-000;ALFREDO VASCONCELOS;BR;Brazil;MG;MG;32 33671028;;;coopravfrutano@hotmail.com; ;RENAN;27;Distributor (small);020;;;;;;V2R;0;0;79206
670;BR;3800084;COOTAQUARA;Cooperativa Agricola da Regiao de Planaltina-Cootaquara;Nucleo Rural Taquara, SN;Galpao do Produtor;73360-412;BRASILIA;BR;Brazil;DF;DF;61 34836007;61 34836023;;dpagrotaquara@uol.com.br;www.cootaquara.com.br;TIAGO;27;Distributor (small);020;;;;;;V7R;0;0;53584
670;BR;3800818;COPARPA;COOP MISTA AGROPEC RIO DOCE- COPARPA;R MIRANDA DE CARVALHO, 541;QUADRA 4 LOTE 12;75800-036;JATAI;BR;Brazil;GO;GO;64 36318985;;;cd@coparpa.com.br; ;TIAGO;27;Distributor (small);020;;;;;;V7R;0;0;77728
670;BR;3800343;COPEL;COPEL COMERCIAL AGRO PECUARIA LTDA;RUA WENCESLAU BRAZ, 196;;38440-216;ARAGUARI;BR;Brazil;MG;MG;34 32414242;;;copelaraguari@uol.com.br; ;TIAGO;26;Distributor (standard);020;;;;;;V2R;0;0;53818
670;BR;3800185;COPER HF;COOP AGROIND DOS PROD DE HORTIFRUTIGRANJEIROS;R DOMINGOS SORGATTO, 495;SALA;89500-001;CACADOR;BR;Brazil;SC;SC;49 35639090;;;ronaldo.geremia@coperhfcom.br; ;MARCELO;28;Distributor (big);020;;;;;;V2R;0;0;54520
670;BR;3801329;CORDOVAL MAR;MARCEL BORGES CORDOVAL;PRESIDENTE VARGAS;;38740-000;PATROCINIO;BR;Brazil;MG;MG;34 999219202;34 999219202;;cordovalmarcel@yahoo.com.br; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;89212
670;BR;3801290;CORREA VITOR;VITOR RAMOS SIMOES CORREA;SMLN TRECHO 01 CHACARA;CHACARA DELFIM;71503-000;BRASILIA;BR;Brazil;DF;DF;61 981237764;61 981237764;;quintadelfim@gmail.com; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;88613
670;BR;3800884;CORTAZIO J;JOSE CARLOS DE RESENDE CORTAZIO;NUC COLONIAL JK, SN;SITIO SE TU UMA, BENCAO;48280-000;MATA DE SAO JOAO;BR;Brazil;BA;BA;71 96673771;;;agrovidahidroponia@hotmail.com; ;BAHIA;16;Grower (small);020;;;;;;V7R;0;0;79088
670;BR;3800844;COSTA;ANA PAULA DE OLIVEIRA COSTA;ROD TRANSAMAZONICA, KM 42,5, SN;LOT BELA VISTA;68580-000;ITUPIRANGA;BR;Brazil;PA;PA;94 81107799;;;manuteixeira@hotmail.com; ;RUY;16;Grower (small);020;;;;;;V7R;0;0;78065
670;BR;3800151;CRIS FRUTAS;CRIS FRUTAS LTDA;FAZENDA SHORYU;;59695-000;BARAUNA;BR;Brazil;RN;RN;84 33217567;;;melenice.campos@gmail.com; ;WEBER;17;Grower (big);020;;;;;;V7R;0;0;53645
670;BR;3800732;CROPSEEDS;J.M DE OLIVEIRA COMERCIO E REPRESENTACOES COMERCIAIS LTDA;RUA VICENTE ROMUALDO DA CRUZ, 243;ANDAR TERREO;18310-000;GUAPIARA;BR;Brazil;SP;SP;15 35471571;15 996503519;;cropseeds@cropseeds.com.br; ;RENATO;27;Distributor (small);020;;;;;;VS;0;0;72350
670;BR;3800091;CTM;CTM Agricola Ltda -EPP;LOC VELAME II, SN;;59695-000;BARAUNA;BR;Brazil;RN;RN;84 3174397;;84 3211367;cymatsumoto@veloxmail.com.br; ;RUY;17;Grower (big);020;;;;;;V7R;0;0;53591
670;BR;3800758;CULTIVAR LIM;CULTIVAR COMERCIO E SERVICOS AGROPECUARIOS LTDA;Rua Francisco Nunes Guerreiro;;62930-000;LIMOEIRO DO NORTE;BR;Brazil;CE;CE;85 34234892;85 96452151;;rodrigo@cultivaragricola.com.br; ;ERIC;26;Distributor (standard);020;;;;;;V7R;0;0;75101
670;BR;3801114;CULTIVAR MAR;CULTIVAR COM E SERV AGROPECUARIOS LTDA;EST BR 403 KM 01, SN;LOJA 2;62560-000;MARCO;BR;Brazil;CE;CE;85 30310551;85 999537401;85 996452151;rodrigo@cultivaragricola.com.br; ;ERIC;28;Distributor (big);020;;;;;;V7R;0;0;84546
670;BR;3800873;CULTIVAR MOS;CULTIVAR COM E SERV AGROPEC LTDA;R GENESIO XAVIER REBOUCAS;LOJA 2;59633-300;MOSSORO;BR;Brazil;RN;RN;85 30310551;;;rodrigo@grupocultivar.agr.br; ;ERIC;28;Distributor (big);020;;;;;;V7R;0;0;78920
670;BR;3800632;CULTIVAR TIA;CULTIVAR COMERCIO E SERVICOS AGROPECUARIOS LTDA;Av. Tab. Luiz Nogueira Lima, sn;;62320-000;TIANGUA;BR;Brazil;CE;CE;88 36710078;85 992989999;;reginaldo@cultivaragricola.com.br; ;RUY;26;Distributor (standard);020;;;;;;V7R;0;0;61763
670;BR;3801230;CURRALINHO;CELIA REGINA DE ARAUJO;CURRALINHO;;32900-000;IGARAPE;BR;Brazil;MG;MG;31 996831773;31 996831773;;araujocelia80@gmail.com; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;87149
670;BR;3800191;DA COSTA;CLAUDIO ALEXANDRE SILVA DA COSTA;ETR DE SAO BENTO, SN;;25995-530;TERESOPOLIS;BR;Brazil;RJ;RJ;21 75019000;21 972778017;;claudioalexcosta@gmail.com; ;VINICIUS T;16;Grower (small);020;;;;;;V2R;0;0;53678
670;BR;3801011;DA COSTA VAL;VALTER DA COSTA;ESTRADA MOGI BERTIOGA A ESQUERDA 3 KM, SN;;08710-970;MOGI DAS CRUZES;BR;Brazil;SP;SP;11 47921603;;;costava@hotmail.com; ;ANDRESSA;16;Grower (small);020;;;;;;VS;0;0;82275
670;BR;3801012;DA SERRA;SITIO RECANTO DA SERRA;RECANTO DA SERRA;;37472-000;CARMO DE MINAS;BR;Brazil;MG;MG;35 999003605;35 999003605;;orlandoslmg@gmail.com; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;82276
670;BR;3800684;DA SILVA CAR;CARLOS EDUARDO GOMES DA SILVA E OUTRO;SITIO ENCANTADO, SN;;18308-899;CAPAO BONITO;BR;Brazil;SP;SP;16 997751984;;;allan@sitiododo.com.br; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;65974
670;BR;3800864;DA SILVA DHO;DHONY MAICK PEREIRA DA SILVA 00845451197;R MANOEL MATAO,252;"QUADRA 20;LOTE 02, FUNDOS";76.310-000;RIALMA;BR;Brazil;GO;GO;62 85078057;;;jhonnymaick@hotmail.com; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;78585
670;BR;3800957;DA SILVA FEL;FELIPE AUGUSTO DA SILVA;GRANJA PANORAMA, SN;ESTRADA VICINAL JABOTICABAL A GUARIBA KM 3;14870-999;JABOTICABAL;BR;Brazil;SP;SP;;16 993396321;;carlafer5748@gmail.com; ;RICARDO;16;Grower (small);020;;;;;;VS;0;0;81213
670;BR;3800795;DA SILVA J O;JOSE ONERIO DA SILVA;SITIO DAS ACACIAS, SN;;13337-970;INDAIATUBA;BR;Brazil;SP;SP;19 994254763;;;reinaldo.salamais@gmail.com;www.agromigh.com.br;ANDRESSA;15;Grower (standard);020;;;;;;VS;0;0;76999
670;BR;3801189;DA SILVA JOA;JOAQUIM CARVALHO DA SILVA;ROD BR 316 KM 44, SN;;68790-000;SANTA ISABEL DO PARA;BR;Brazil;PA;PA;91 984796327;91 984796327;;caiofabricio20@gmail.com; ;RUY;16;Grower (small);020;;;;;;V7R;0;0;86111
670;BR;3800999;DA SILVA MAR;MARLENE BRAGA DA SILVA;ETR SEBASTINA, SN;;25976-442;TERESOPOLIS;BR;Brazil;RJ;RJ;21 998981987;21 998981987;;nilcileneb.santos@gmail.com; ;VINICIUS T;16;Grower (small);020;;;;;;V2R;0;0;82000
670;BR;3801071;DA SILVA OLI;OLIVIO DA SILVA;FAZ BOQUEIRAO;SEDE;95290-000;BOM JESUS;BR;Brazil;RS;RS;54 991095232;54 991095232;;kellindelima@gmail.com; ;MARCELO;16;Grower (small);020;;;;;;V2R;0;0;83679
670;BR;3800836;DA SILVA SUE;SUELI JESUS DA SILVA;SITIO BOM JESUS, LT 55;ASSENTAMENTO PADRE JOSIMO TAVARES;78773-000;SAO JOSE DO POVO;BR;Brazil;MT;MT;66 81039922;66 81039922;; ; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;78039
670;BR;3800825;DA SILVEIRA;ANDRE ALVES DA SILVEIRA 01227299605;RUA MANOEL ASCENCO BATISTA, 458;CASA;38408-292;UBERLANDIA;BR;Brazil;GO;GO;34 992330446;;;andre.abobora@outlook.com; ;TIAGO;27;Distributor (small);020;;;;;;V2R;0;0;77897
670;BR;3800566;DAHER;MARIA HELENA DAHER;RUA JOÃO ALESSI, 777;;83601-970;CAMPO LARGO;BR;Brazil;PR;PR;41 36494455;41 996214518;;contato@hortafrescapr.com.br; ;RAFAELA;15;Grower (standard);670;;;;;;V2R;0;0;58861
670;BR;3801357;DALLAS FOOD;DALLAS FOOD LTDA;RUA ERICO VERISSIMO;;31520-095;BELO HORIZONTE;BR;Brazil;MG;MG;13 996041146;13 996041146;;raphaelaugusto_87@hotmail.com; ;RENAN;16;Grower (small);020;;;;;;V2R;0;0;89735
670;BR;3801310;DARIEVERTON;DARIEVERTON MARIOT;SITIO BOM JESUS L 36P 38P;;86.960-000;BARBOSA FERRAZ;BR;Brazil;PR;PR;44 9 99327561;;;mariana.guzzoni@hotmail.com; ;RAFAELA;16;Grower (small);030;;;;;;V2R;0;0;88917
670;BR;3801156;DARIVA DONIZ;DONIZETE APARECIDO DARIVA;IGREJA STO ANTONIO, SN;;86390-000;CAMBARA;BR;Brazil;PR;PR;43 996345978;43 996345978;;donizetedariva08@gmail.com; ;RAFAELA;16;Grower (small);020;;;;;;V2R;0;0;85191
670;BR;3800927;DAUZACKER;ROBSON CORREA DAUZACKER;CHACARA RUA PERIMETRAL, 001;QUADRA 04 LOTE 11;78705-153;RONDONOPOLIS;BR;Brazil;MT;MT;66 34214802;;;contato@hidroverdi.com.br; ;TIAGO;16;Grower (small);020;;;;;;V7R;0;0;80059
670;BR;3801339;DE AZEVEDO P;PEDRO HENRIQUE AMORIM DE AZEVEDO 01427346402;FAZ PITUBA;;59173-000;GOIANINHA;BR;Brazil;RN;RN;84 991432723;84 991432723;;pedrohamorim2011@hotmail.com; ;RUY;15;Grower (standard);020;;;;;;V7R;0;0;89389
670;BR;3800843;DE BORBA;WALDOMIRO JORGE DE BORBA;SIT SANTO ANTONIO, SN;;12140-000;SAO LUIZ DO PARAITINGA;BR;Brazil;SP;SP;12 997015080;;;waldomiroborba@hotmail.com; ;ANDRESSA;16;Grower (small);020;;;;;;VS;0;0;78109
